Species,ID_pine,ID_spruce,GO,ID_arabidopsis,Gene name,Gene description,Expression,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Scots pine ,PITA_000070571,MA_20174g0010,,AT1G71015.1,,unknown,SHADE>SUN,7.120398464,-0.596934868,0.647162902,-0.922387341,0.35632657,0.73189965
Scots pine ,PITA_000053371,MA_20174g0010,,AT1G71015.1,,unknown,SHADE>SUN,81.04807812,-0.67479719,0.430143309,-1.568772953,0.116700853,0.430924817
Scots pine ,PITA_000028766,MA_20174g0010,,AT1G71015.1,,unknown,SHADE>SUN,28.8024595,-0.800649495,0.389708829,-2.054481281,0.039929133,0.216513868
Norway spruce,,MA_2017g0010,GO:0006810,AT5G53370.1,ATPMEPCRF,,,,,,,,
Scots pine ,PITA_000033650,MA_2017g0010,GO:0006810,AT5G53370.1,ATPMEPCRF,,,,,,,,
Norway spruce,,MA_203383g0010,,AT5G53390.1,,O-acyltransferase (WSD1-like) family protein,SHADE>SUN,85.66132665,-2.374937418,0.669808956,-3.545693731,0.000391581,0.009300499
Scots pine ,PITA_000070496,MA_203383g0010,,AT5G53390.1,,O-acyltransferase (WSD1-like) family protein,SHADE>SUN,20.21731804,-0.609436186,0.650820304,-0.936412374,0.349060909,0.730295799
Norway spruce,,MA_20414g0010,,AT2G37960.2,,unknown,SHADE<SUN,450.6706036,1.377477906,0.173468154,7.940811458,2.01E-15,6.66E-13
Scots pine ,PITA_000049771,MA_20414g0010,,AT2G37960.2,,unknown,SHADE<SUN,431.3968457,0.365200354,0.353486096,1.033139232,0.301538746,0.713829623
Norway spruce,,MA_20427g0010,GO:0003924,AT5G55190.1,ATRAN3,,,,,,,,
Scots pine ,PITA_000067134,MA_20427g0010,GO:0003924,AT5G55190.1,ATRAN3,,,,,,,,
Scots pine ,PITA_000045002,MA_20427g0010,GO:0003924,AT5G55190.1,ATRAN3,,,,,,,,
Norway spruce,,MA_20446g0010,,AT3G57810.3,,Cysteine proteinases superfamily protein,SHADE<SUN,165.7261896,0.956234712,0.1977545,4.835463717,1.33E-06,8.09E-05
Scots pine ,PITA_000079098,MA_20446g0010,,AT3G57810.3,,Cysteine proteinases superfamily protein,SHADE<SUN,83.3385349,0.501669118,0.173553891,2.890566813,0.003845478,0.037253152
Norway spruce,,MA_205329g0010,GO:0019722,AT1G02900.1,ATRALF1,,,,,,,,
Scots pine ,PITA_000063205,MA_205329g0010,GO:0019722,AT1G02900.1,ATRALF1,,,,,,,,
Scots pine ,PITA_000049665,MA_205329g0010,GO:0019722,AT1G02900.1,ATRALF1,,,,,,,,
Norway spruce,,MA_20580g0040,,AT5G36930.1,,Disease resistance protein (TIR-NBS-LRR class) family,SHADE>SUN,39.86549055,-5.110048686,0.663798103,-7.698197183,1.38E-14,3.84E-12
Scots pine ,PITA_000016505,MA_20580g0040,,AT5G36930.1,,Disease resistance protein (TIR-NBS-LRR class) family,SHADE>SUN,103.259905,-0.098488337,0.853343576,-0.115414635,0.908116479,0.985452396
Norway spruce,,MA_20669g0010,GO:0004553,AT2G36870.1,XTH32,xyloglucan endotransglucosylase/hydrolase 32,SHADE<SUN,742.0413151,1.187074175,0.344462369,3.446165043,0.000568603,0.012474932
Scots pine ,PITA_000005775,MA_20669g0010,GO:0004553,AT2G36870.1,XTH32,xyloglucan endotransglucosylase/hydrolase 32,SHADE>SUN,88.57352377,-0.296129353,0.228466051,-1.296163487,0.194919166,0.577279454
Scots pine ,PITA_000005781,MA_20669g0010,GO:0004553,AT2G36870.1,XTH32,xyloglucan endotransglucosylase/hydrolase 32,SHADE>SUN,46.78604285,-0.454093157,0.304899725,-1.489319666,0.136403211,0.472759255
Norway spruce,,MA_207341g0010,,AT2G16850.1,PIP2;8,,,,,,,,
Scots pine ,PITA_000049477,MA_207341g0010,,AT2G16850.1,MEE14,maternal effect embryo arrest 14,SHADE<SUN,78.99026104,0.49337145,0.856997303,0.575697786,0.564819472,0.877472916
Norway spruce,,MA_20764g0010,,AT5G13930.1,ATCHS,,,,,,,,
Scots pine ,PITA_000017128,MA_20764g0010,,AT5G13930.1,ATCHS,,,,,,,,
Scots pine ,PITA_000023498,MA_20764g0010,,AT5G13930.1,ATCHS,,,,,,,,
Norway spruce,,MA_207936g0010,GO:0005622,AT2G39210.1,,Major facilitator superfamily protein,SHADE>SUN,18.18755316,-1.727600255,0.43808786,-3.943501774,8.03E-05,0.002581963
Scots pine ,PITA_000054588,MA_207936g0010,GO:0005622,AT2G39210.1,,Major facilitator superfamily protein,SHADE<SUN,166.1562534,0.066922156,0.776945537,0.086134939,0.93135915,0.987947369
Scots pine ,PITA_000064197,MA_207936g0010,GO:0005622,AT2G39210.1,,Major facilitator superfamily protein,SHADE<SUN,98.45087412,0.288208845,0.650705109,0.442917752,0.657825226,0.914479867
Scots pine ,PITA_000055192,MA_207936g0010,GO:0005622,AT2G39210.1,,Major facilitator superfamily protein,SHADE>SUN,69.60850755,-0.036420928,0.562268223,-0.064775008,0.948353141,0.991342028
Scots pine ,PITA_000038640,MA_207936g0010,GO:0005622,AT2G39210.1,,Major facilitator superfamily protein,SHADE>SUN,25.90469963,-1.31429677,0.454764439,-2.89006056,0.003851676,0.037259914
Norway spruce,,MA_208475g0010,,AT5G05390.1,LAC12,laccase 12,SHADE<SUN,2577.778657,3.217233821,0.468438065,6.86800254,6.51E-12,1.23E-09
Scots pine ,PITA_000018912,MA_208475g0010,,AT5G05390.1,LAC12,laccase 12,SHADE<SUN,140.8114177,0.867290189,0.780758795,1.110829868,0.266641588,0.674092224
Norway spruce,,MA_213048g0010,,AT1G08880.1,G-H2AX,,,,,,,,
Scots pine ,PITA_000080476,MA_213048g0010,,AT1G08880.1,G-H2AX,,,,,,,,
Norway spruce,,MA_214776g0020,GO:0016301,AT1G18390.2,,Protein kinase superfamily protein,SHADE>SUN,40.66819565,-1.949665063,0.385966378,-5.051385752,4.39E-07,3.04E-05
Scots pine ,PITA_000036163,MA_214776g0020,GO:0016301,AT1G18390.2,,Protein kinase superfamily protein,SHADE<SUN,158.7885147,0.126512637,0.847547828,0.149269024,0.881341357,0.979572465
Norway spruce,,MA_216501g0010,GO:0005773,AT5G06390.1,FLA17,FASCICLIN-like arabinogalactan protein 17 precursor,SHADE<SUN,1204.278113,2.254289746,0.532329316,4.234765361,2.29E-05,0.000911246
Scots pine ,PITA_000045031,MA_216501g0010,GO:0005773,AT5G06390.1,FLA17,FASCICLIN-like arabinogalactan protein 17 precursor,SHADE<SUN,811.6904576,0.608364592,0.37267339,1.632433677,0.102588159,0.400248923
Norway spruce,,MA_21662g0010,GO:0006810,AT5G65980.1,,Auxin efflux carrier family protein,SHADE>SUN,18.46150938,-1.897194994,0.429882302,-4.413289371,1.02E-05,0.000463944
Scots pine ,PITA_000045199,MA_21662g0010,GO:0006810,AT5G65980.1,,Auxin efflux carrier family protein,SHADE>SUN,50.28339604,-0.255377842,0.222628427,-1.147103472,0.251338859,0.656276793
Scots pine ,PITA_000040144,MA_21662g0010,GO:0006810,AT5G65980.1,,Auxin efflux carrier family protein,SHADE>SUN,91.58642988,-0.29009165,0.227804844,-1.27342178,0.202868413,0.589649074
Scots pine ,PITA_000059589,MA_21662g0010,GO:0006810,AT5G65980.1,,Auxin efflux carrier family protein,SHADE>SUN,47.17097446,-0.344043011,0.782096196,-0.439898586,0.66001056,0.915232658
Norway spruce,,MA_222430g0010,,AT4G34050.1,CCoAOMT1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,SHADE<SUN,237.6460635,1.745406094,0.424815134,4.108625037,3.98E-05,0.00144267
Scots pine ,PITA_000013277,MA_222430g0010,,AT4G34050.1,CCoAOMT1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,SHADE<SUN,31.58726681,0.377617972,0.56256716,0.671240697,0.502067207,0.840871951
Scots pine ,PITA_000046744,MA_222430g0010,,AT4G34050.1,CCoAOMT1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,SHADE<SUN,93.65546485,0.633929784,0.669502237,0.946867312,0.343706396,0.730295799
Scots pine ,PITA_000059075,MA_222430g0010,,AT4G34050.1,CCoAOMT1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,SHADE>SUN,69.26415528,-0.532055183,0.621808527,-0.855657586,0.392187207,0.761989428
Scots pine ,PITA_000020679,MA_222430g0010,,AT4G34050.1,CCoAOMT1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,SHADE>SUN,76.95181925,-0.592497036,0.597665198,-0.991352746,0.321513365,0.730295799
Norway spruce,,MA_223201g0010,GO:0003677,AT4G38620.1,ATMYB4,,,,,,,,
Scots pine ,PITA_000003870,MA_223201g0010,GO:0003677,AT4G38620.1,ATMYB4,,,,,,,,
Norway spruce,,MA_24001g0010,,AT1G74670.1,,Gibberellin-regulated family protein,SHADE>SUN,8.965581132,-2.646699145,0.633450266,-4.178227225,2.94E-05,0.001122636
Scots pine ,PITA_000014880,MA_24001g0010,,AT1G74670.1,,Gibberellin-regulated family protein,SHADE>SUN,35.34484002,-0.762520606,0.398104417,-1.915378414,0.055444262,0.27191271
Norway spruce,,MA_24024g0020,GO:0004185,AT4G12910.1,scpl20,serine carboxypeptidase-like 20,SHADE<SUN,498.0111888,1.672220334,0.201304888,8.306903762,9.82E-17,3.84E-14
Scots pine ,PITA_000095991,MA_24024g0020,GO:0004185,AT4G12910.1,scpl20,serine carboxypeptidase-like 20,SHADE<SUN,1312.013199,1.024407509,0.775884515,1.32030926,0.186731785,0.565168586
Norway spruce,,MA_245557g0010,,AT5G20820.1,,SAUR-like auxin-responsive protein family ,SHADE<SUN,617.510553,0.799588787,0.227667826,3.512085128,0.000444606,0.010254149
Scots pine ,PITA_000040167,MA_245557g0010,,AT5G20820.1,,SAUR-like auxin-responsive protein family ,SHADE<SUN,143.9561648,1.803427052,0.560574017,3.217107816,0.001294899,0.015255039
Norway spruce,,MA_24704g0010,,AT4G11360.1,RHA1B,RING-H2 finger A1B,SHADE<SUN,139.2503776,6.383952057,0.636963323,10.02247982,1.21E-23,1.12E-20
Scots pine ,PITA_000037234,MA_24704g0010,,AT4G11360.1,RHA1B,RING-H2 finger A1B,SHADE<SUN,234.2743103,0.613854978,0.36850028,1.665819572,0.095749357,0.384359195
Scots pine ,PITA_000009147,MA_24704g0010,,AT4G11360.1,RHA1B,RING-H2 finger A1B,SHADE>SUN,19.44887604,-0.245436792,0.610417617,-0.402080126,0.687625058,0.92548622
Scots pine ,PITA_000031173,MA_24704g0010,,AT4G11360.1,RHA1B,RING-H2 finger A1B,SHADE>SUN,36.56839352,-0.424996908,0.523850786,-0.811293824,0.417196956,0.782255118
Scots pine ,PITA_000053524,MA_24704g0010,,AT4G11360.1,RHA1B,RING-H2 finger A1B,SHADE>SUN,25.88565404,-0.527485537,0.69550427,-0.75842171,0.448198565,0.806989722
Norway spruce,,MA_25086g0010,GO:0000166,AT5G61480.1,PXY,Leucine-rich repeat protein kinase family protein,SHADE<SUN,247.2961565,7.371265409,0.598722948,12.3116467,7.84E-35,2.17E-31
Scots pine ,PITA_000093793,MA_25086g0010,GO:0000166,AT5G61480.1,PXY,Leucine-rich repeat protein kinase family protein,SHADE<SUN,67.22788661,1.063223774,0.849993713,1.25086075,0.210985286,0.600369099
Scots pine ,PITA_000040575,MA_25086g0010,GO:0000166,AT5G61480.1,PXY,Leucine-rich repeat protein kinase family protein,SHADE>SUN,52.56707572,-0.306331098,0.232460012,-1.317779755,0.187577387,0.566116827
Norway spruce,,MA_2603g0010,GO:0010089,AT3G54260.1,TBL36,TRICHOME BIREFRINGENCE-LIKE 36,SHADE<SUN,5660.806374,2.642689782,0.496040294,5.327570789,9.95E-08,8.07E-06
Scots pine ,PITA_000093534,MA_2603g0010,GO:0010089,AT3G54260.1,TBL36,TRICHOME BIREFRINGENCE-LIKE 36,SHADE<SUN,12.51275076,0.016589456,0.649246147,0.025551874,0.979614772,0.997039077
Scots pine ,PITA_000079068,MA_2603g0010,GO:0010089,AT3G54260.1,TBL36,TRICHOME BIREFRINGENCE-LIKE 36,SHADE>SUN,514.8505405,-0.271429734,0.749432248,-0.362180484,0.717217162,0.932755986
Scots pine ,PITA_000062663,MA_2603g0010,GO:0010089,AT3G54260.1,TBL36,TRICHOME BIREFRINGENCE-LIKE 36,SHADE>SUN,128.8019165,-0.58417153,0.85611959,-0.682348047,0.495018898,0.836654349
Norway spruce,,MA_2674g0010,GO:0006855,AT1G58340.1,ZF14,MATE efflux family protein,SHADE<SUN,2976.142275,2.03488865,0.590411671,3.446558988,0.000567775,0.01246336
Scots pine ,PITA_000002835,MA_2674g0010,GO:0006855,AT1G58340.1,ZF14,MATE efflux family protein,SHADE<SUN,210.4603351,0.802312683,0.449208723,1.786057666,0.074089922,0.326954018
Scots pine ,PITA_000039352,MA_2674g0010,GO:0006855,AT1G58340.1,ZF14,MATE efflux family protein,SHADE>SUN,30.64432762,-0.820768768,0.431609831,-1.90164521,0.057217553,0.277793733
Scots pine ,PITA_000053079,MA_2674g0010,GO:0006855,AT1G58340.1,ZF14,MATE efflux family protein,SHADE>SUN,64.25197347,-1.165122446,0.373347801,-3.120742755,0.001803955,0.020123498
Norway spruce,,MA_27149g0010,,AT5G61030.1,GR-RBP3,glycine-rich RNA-binding protein 3,SHADE<SUN,82.17209654,1.375068442,0.383246773,3.587945258,0.000333294,0.008097193
Scots pine ,PITA_000035561,MA_27149g0010,,AT5G61030.1,GR-RBP3,glycine-rich RNA-binding protein 3,SHADE>SUN,65.62029945,-0.44562544,0.444500475,-1.002530852,0.316087274,0.730295799
Norway spruce,,MA_27625g0020,GO:0044260,AT1G65470.1,FAS1,,,,,,,,
Scots pine ,PITA_000004733,MA_27625g0020,GO:0044260,AT1G65470.1,FAS1,,,,,,,,
Norway spruce,,MA_27642g0010,,AT5G18560.1,PUCHI,Integrase-type DNA-binding superfamily protein,SHADE>SUN,56.50045219,-1.347512088,0.350629022,-3.843127642,0.000121476,0.003643584
Scots pine ,PITA_000011106,MA_27642g0010,,AT5G18560.1,PUCHI,Integrase-type DNA-binding superfamily protein,SHADE>SUN,20.38281683,-0.889370208,0.837242982,-1.062260571,0.288117409,0.700396187
Norway spruce,,MA_280506g0010,GO:0006857,AT4G10770.1,ATOPT7,,,,,,,,
Scots pine ,PITA_000033882,MA_280506g0010,GO:0006857,AT4G10770.1,ATOPT7,,,,,,,,
Norway spruce,,MA_2814g0010,,AT3G48160.2,DEL1,,,,,,,,
Scots pine ,PITA_000041215,MA_2814g0010,,AT3G48160.2,DEL1,,,,,,,,
Norway spruce,,MA_281794g0010,GO:0016740,AT1G22360.1,AtUGT85A2,,,,,,,,
Scots pine ,PITA_000016479,MA_281794g0010,GO:0016740,AT1G22360.1,AtUGT85A2,,,,,,,,
Scots pine ,PITA_000016681,MA_281794g0010,GO:0016740,AT1G22360.1,AtUGT85A2,,,,,,,,
Scots pine ,PITA_000090551,MA_281794g0010,GO:0016740,AT1G22360.1,AtUGT85A2,,,,,,,,
Scots pine ,PITA_000004391,MA_281794g0010,GO:0016740,AT1G22360.1,AtUGT85A2,,,,,,,,
Norway spruce,,MA_28323g0010,GO:0000079,AT5G25380.1,CYCA2;1,cyclin a2;1,SHADE<SUN,398.7600652,1.015231652,0.246269586,4.122440247,3.75E-05,0.001371988
Scots pine ,PITA_000075879,MA_28323g0010,GO:0000079,AT5G25380.1,CYCA2;1,cyclin a2;1,SHADE<SUN,320.9461905,0.097449454,0.753771797,0.129282436,0.897134169,0.983242966
Norway spruce,,MA_28575g0010,GO:0009505,AT5G47500.1,,Pectin lyase-like superfamily protein,SHADE<SUN,619.2274815,1.568792846,0.275988446,5.68427,1.31E-08,1.32E-06
Scots pine ,PITA_000046429,MA_28575g0010,GO:0009505,AT5G47500.1,,Pectin lyase-like superfamily protein,SHADE<SUN,149.9869723,0.486622567,0.315207724,1.543815491,0.122633037,0.445312149
Scots pine ,PITA_000066929,MA_28575g0010,GO:0009505,AT5G47500.1,,Pectin lyase-like superfamily protein,SHADE<SUN,269.8377728,0.89888087,0.419788862,2.141268986,0.032252353,0.187252999
Norway spruce,,MA_28768g0010,GO:0009809,AT2G38080.1,ATLMCO4,,,,,,,,
Scots pine ,PITA_000073593,MA_28768g0010,GO:0009809,AT2G38080.1,ATLMCO4,,,,,,,,
Norway spruce,,MA_289531g0010,GO:0005515,AT1G56300.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,13.71825658,-2.058388346,0.517598324,-3.976806438,6.98E-05,0.002323856
Scots pine ,PITA_000055527,MA_289531g0010,GO:0005515,AT1G56300.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,51.86988085,-0.838002228,0.352919539,-2.374485213,0.01757344,0.120063019
Norway spruce,,MA_29029g0010,,AT4G37300.1,MEE59,maternal effect embryo arrest 59,SHADE>SUN,16.31301088,-1.860939019,0.464967125,-4.002302357,6.27E-05,0.002114209
Scots pine ,PITA_000083127,MA_29029g0010,,AT4G37300.1,MEE59,maternal effect embryo arrest 59,SHADE>SUN,41.29355707,-0.495836073,0.260235698,-1.905334571,0.056736594,0.276598553
Scots pine ,PITA_000016512,MA_29029g0010,,AT4G37300.1,MEE59,maternal effect embryo arrest 59,SHADE>SUN,52.62301065,-0.767087034,0.741719068,-1.034201584,0.301041934,0.713401456
Norway spruce,,MA_295001g0010,GO:0009055,AT5G45340.1,CYP707A3,cytochrome P450,,,,,,,
Scots pine ,PITA_000040347,MA_295001g0010,GO:0009055,AT5G45340.1,CYP707A3,cytochrome P450,,,,,,,
Norway spruce,,MA_297665g0010,,AT5G53390.1,,O-acyltransferase (WSD1-like) family protein,SHADE>SUN,21.78481173,-2.461313667,0.612599852,-4.017816298,5.87E-05,0.001999282
Scots pine ,PITA_000030346,MA_297665g0010,,AT5G53390.1,,O-acyltransferase (WSD1-like) family protein,SHADE<SUN,201.5361254,1.438120278,0.469936707,3.060242489,0.002211579,0.023893513
Norway spruce,,MA_30664g0010,,AT1G69550.1,,disease resistance protein (TIR-NBS-LRR class),SHADE<SUN,80.1798443,1.638700925,0.351510458,4.66188384,3.13E-06,0.000172164
Scots pine ,PITA_000060332,MA_30664g0010,,AT1G69550.1,,disease resistance protein (TIR-NBS-LRR class),SHADE>SUN,48.80223132,-0.163311275,0.401576238,-0.406675645,0.684246231,0.924116887
Scots pine ,PITA_000055993,MA_30664g0010,,AT1G69550.1,,disease resistance protein (TIR-NBS-LRR class),SHADE>SUN,116.3258052,-0.445494923,0.855445154,-0.520775553,0.602523135,0.892609001
Norway spruce,,MA_30723g0020,,AT1G68020.2,ATTPS6,,,,,,,,
Scots pine ,PITA_000040303,MA_30723g0020,,AT1G68020.2,ATTPS6,,,,,,,,
Norway spruce,,MA_308889g0010,,AT5G19500.1,,Tryptophan/tyrosine permease,SHADE<SUN,3048.076229,1.289146614,0.349843296,3.684925871,0.000228769,0.006051136
Scots pine ,PITA_000005229,MA_308889g0010,,AT5G19500.1,,Tryptophan/tyrosine permease,SHADE<SUN,114.5718748,0.237366411,0.281967112,0.841823039,0.399887014,0.768388544
Norway spruce,,MA_30949g0010,,AT3G57430.1,OTP84,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,372.5023894,0.777752955,0.219433846,3.544361863,0.000393565,0.00932089
Scots pine ,PITA_000037033,MA_30949g0010,,AT3G57430.1,OTP84,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,396.5887029,1.353377788,0.712979927,1.898199004,0.057669872,0.27928916
Norway spruce,,MA_30958g0010,GO:0000287,AT3G46940.1,DUT1,DUTP-PYROPHOSPHATASE-LIKE 1,SHADE<SUN,333.2328736,0.921946258,0.146626946,6.287700081,3.22E-10,4.68E-08
Scots pine ,PITA_000054758,MA_30958g0010,GO:0000287,AT3G46940.1,DUT1,DUTP-PYROPHOSPHATASE-LIKE 1,SHADE<SUN,460.8299443,0.080447924,0.492623443,0.163305108,0.870278213,0.977169669
Scots pine ,PITA_000078848,MA_30958g0010,GO:0000287,AT3G46940.1,DUT1,DUTP-PYROPHOSPHATASE-LIKE 1,SHADE<SUN,23.22683585,0.618723919,0.653706895,0.946485227,0.343901154,0.730295799
Norway spruce,,MA_312116g0010,GO:0004746,AT2G20690.1,,lumazine-binding family protein,SHADE<SUN,307.6523192,0.672792161,0.194956969,3.450977746,0.00055856,0.012293654
Scots pine ,PITA_000065900,MA_312116g0010,GO:0004746,AT2G20690.1,,lumazine-binding family protein,SHADE<SUN,295.695883,0.611093194,0.285193978,2.142728254,0.032134925,0.1868114
Norway spruce,,MA_315276g0010,GO:0000774,AT4G26780.1,AR192,Co-chaperone GrpE family protein,SHADE<SUN,152.9830222,0.646590345,0.178588325,3.620563343,0.000293962,0.007357405
Scots pine ,PITA_000003823,MA_315276g0010,GO:0000774,AT4G26780.1,AR192,Co-chaperone GrpE family protein,SHADE<SUN,91.40089819,0.193074343,0.182799331,1.056209246,0.290872627,0.702621283
Scots pine ,PITA_000003821,MA_315276g0010,GO:0000774,AT4G26780.1,AR192,Co-chaperone GrpE family protein,SHADE>SUN,41.88700734,-0.666416106,0.850272877,-0.783767334,0.433176645,0.794352623
Norway spruce,,MA_32400g0010,GO:0009987,AT5G47470.1,,Nodulin MtN21 /EamA-like transporter family protein,SHADE<SUN,181.1435468,0.696755909,0.181342668,3.842206112,0.000121933,0.003652006
Scots pine ,PITA_000029822,MA_32400g0010,GO:0009987,AT5G47470.1,,Nodulin MtN21 /EamA-like transporter family protein,SHADE>SUN,114.5076916,-0.049199725,0.854667481,-0.057565926,0.954094392,0.992234679
Scots pine ,PITA_000029820,MA_32400g0010,GO:0009987,AT5G47470.1,,Nodulin MtN21 /EamA-like transporter family protein,SHADE>SUN,52.85870116,-0.449954383,0.663470772,-0.678182675,0.497655876,0.838543094
Norway spruce,,MA_33275g0010,,AT1G54180.2,ATBRXL3,,,,,,,,
Scots pine ,PITA_000011787,MA_33275g0010,,AT1G54180.2,ATBRXL3,,,,,,,,
Scots pine ,PITA_000023162,MA_33275g0010,,AT1G54180.2,ATBRXL3,,,,,,,,
Norway spruce,,MA_33964g0010,GO:0003677,AT5G16600.1,AtMYB43,,,,,,,,
Scots pine ,PITA_000064239,MA_33964g0010,GO:0003677,AT5G16600.1,AtMYB43,,,,,,,,
Norway spruce,,MA_339700g0010,GO:0000038,AT2G16280.1,KCS9,3-ketoacyl-CoA synthase 9,SHADE>SUN,27.5172613,-2.297927256,0.475554443,-4.832101327,1.35E-06,8.18E-05
Scots pine ,PITA_000032030,MA_339700g0010,GO:0000038,AT2G16280.1,MEE14,maternal effect embryo arrest 14,SHADE>SUN,90.16579302,-0.121608255,0.360578608,-0.33725865,0.735921928,0.938997013
Norway spruce,,MA_3443g0010,,AT5G19140.1,AILP1,,,,,,,,
Scots pine ,PITA_000039198,MA_3443g0010,,AT5G19140.1,AILP1,,,,,,,,
Norway spruce,,MA_344969g0010,GO:0009407,AT4G25835.1,,P-loop containing nucleoside triphosphate hydrolases superfamily protein,SHADE<SUN,249.1825534,1.292933151,0.340174519,3.800793652,0.000144233,0.004187032
Scots pine ,PITA_000069377,MA_344969g0010,GO:0009407,AT4G25835.1,,P-loop containing nucleoside triphosphate hydrolases superfamily protein,SHADE<SUN,76.10531368,0.609899805,0.650587304,0.937460355,0.348521807,0.730295799
Scots pine ,PITA_000056744,MA_344969g0010,GO:0009407,AT4G25835.1,,P-loop containing nucleoside triphosphate hydrolases superfamily protein,SHADE<SUN,68.9769375,0.724978743,0.53356601,1.358742366,0.174228242,0.543005343
Scots pine ,PITA_000055145,MA_344969g0010,GO:0009407,AT4G25835.1,,P-loop containing nucleoside triphosphate hydrolases superfamily protein,SHADE>SUN,90.93675606,-0.345973227,0.350837903,-0.986134121,0.324067302,0.730295799
Scots pine ,PITA_000056064,MA_344969g0010,GO:0009407,AT4G25835.1,,P-loop containing nucleoside triphosphate hydrolases superfamily protein,SHADE>SUN,11.74276371,-0.57690823,0.828190427,-0.696588866,0.486060126,0.83133238
Scots pine ,PITA_000025466,MA_344969g0010,GO:0009407,AT4G25835.1,,P-loop containing nucleoside triphosphate hydrolases superfamily protein,SHADE>SUN,11.13127874,-0.608888671,0.650975568,-0.935347962,0.349609006,0.730295799
Norway spruce,,MA_345439g0010,,AT5G56550.1,ATOXS3,,,,,,,,
Scots pine ,PITA_000082026,MA_345439g0010,,AT5G56550.1,ATOXS3,,,,,,,,
Scots pine ,PITA_000052983,MA_345439g0010,,AT5G56550.1,ATOXS3,,,,,,,,
Scots pine ,PITA_000030111,MA_345439g0010,,AT5G56550.1,ATOXS3,,,,,,,,
Norway spruce,,MA_345765g0010,,AT3G62110.1,,Pectin lyase-like superfamily protein,SHADE>SUN,34.44924955,-1.232270914,0.35560878,-3.465243221,0.000529752,0.011759589
Scots pine ,PITA_000066170,MA_345765g0010,,AT3G62110.1,,Pectin lyase-like superfamily protein,SHADE>SUN,624.8894754,-0.028130933,0.659550565,-0.04265167,0.965979206,0.994806248
